course_id,course_name,category,sub_category,difficulty,rating,num_students,description
C565,Introduction to Artificial Intelligence,Programming,Databases,Advanced,3.9,4723,Introduction to Artificial Intelligence course covering Databases in the field of Programming.
C566,Blockchain Essentials,Web Development,Python Web,Advanced,4.9,1306,Blockchain Essentials course covering Python Web in the field of Web Development.
C567,Cloud Computing with AWS,AI,MLOps,Advanced,3.6,670,Cloud Computing with AWS course covering MLOps in the field of AI.
C568,Introduction to Artificial Intelligence,Data Science,Analytics,Advanced,4.8,4318,Introduction to Artificial Intelligence course covering Analytics in the field of Data Science.
C569,Full Stack Web Development,Cybersecurity,General,Beginner,3.8,3807,Full Stack Web Development course covering General in the field of Cybersecurity.
C570,DevOps Fundamentals,Web Development,Backend,Advanced,4.9,4828,DevOps Fundamentals course covering Backend in the field of Web Development.
C571,Advanced AI Model Deployment,Web Development,Backend,Beginner,3.6,1324,Advanced AI Model Deployment course covering Backend in the field of Web Development.
C572,Statistics for Machine Learning,Cloud,GCP,Beginner,4.2,1719,Statistics for Machine Learning course covering GCP in the field of Cloud.
C573,Django Web Development,Data Science,Visualization,Beginner,3.6,4272,Django Web Development course covering Visualization in the field of Data Science.
C574,Computer Vision Crash Course,Cybersecurity,Hacking,Beginner,4.1,4944,Computer Vision Crash Course course covering Hacking in the field of Cybersecurity.
C575,Full Stack Web Development,AI,MLOps,Intermediate,4.8,2216,Full Stack Web Development course covering MLOps in the field of AI.
C576,React for Frontend Development,Web Development,React,Beginner,3.9,1951,React for Frontend Development course covering React in the field of Web Development.
C577,Deep Learning with TensorFlow,Blockchain,Smart Contracts,Intermediate,4.5,3420,Deep Learning with TensorFlow course covering Smart Contracts in the field of Blockchain.
C578,Natural Language Processing Basics,Web Development,Full Stack,Beginner,3.9,1748,Natural Language Processing Basics course covering Full Stack in the field of Web Development.
C579,Java Programming Masterclass,AI,Artificial Intelligence,Beginner,3.9,2300,Java Programming Masterclass course covering Artificial Intelligence in the field of AI.
C580,Computer Vision Crash Course,Data Science,Analytics,Intermediate,4.0,2205,Computer Vision Crash Course course covering Analytics in the field of Data Science.
C581,Cybersecurity Basics,AI,NLP,Intermediate,3.5,586,Cybersecurity Basics course covering NLP in the field of AI.
C582,DevOps Fundamentals,Blockchain,Smart Contracts,Intermediate,3.9,4836,DevOps Fundamentals course covering Smart Contracts in the field of Blockchain.
C583,Natural Language Processing Basics,Programming,Databases,Intermediate,4.3,2477,Natural Language Processing Basics course covering Databases in the field of Programming.
C584,Cloud Computing with AWS,AI,NLP,Advanced,3.8,3875,Cloud Computing with AWS course covering NLP in the field of AI.
C585,Java Programming Masterclass,Data Science,Power BI,Advanced,4.1,2992,Java Programming Masterclass course covering Power BI in the field of Data Science.
C586,Python for Data Science,Data Science,Analytics,Advanced,3.5,1724,Python for Data Science course covering Analytics in the field of Data Science.
C587,Statistics for Machine Learning,AI,Artificial Intelligence,Beginner,4.1,919,Statistics for Machine Learning course covering Artificial Intelligence in the field of AI.
C588,Natural Language Processing Basics,Programming,Python Scripting,Beginner,5.0,4602,Natural Language Processing Basics course covering Python Scripting in the field of Programming.
C589,Data Visualization using Power BI,AI,Deep Learning,Beginner,4.4,3775,Data Visualization using Power BI course covering Deep Learning in the field of AI.
C590,Natural Language Processing Basics,Cybersecurity,Hacking,Advanced,4.6,2404,Natural Language Processing Basics course covering Hacking in the field of Cybersecurity.
C591,React for Frontend Development,Data Science,Statistics,Advanced,3.6,1441,React for Frontend Development course covering Statistics in the field of Data Science.
C592,Data Visualization using Power BI,Web Development,Frontend,Beginner,3.9,2047,Data Visualization using Power BI course covering Frontend in the field of Web Development.
C593,Full Stack Web Development,Web Development,Frontend,Advanced,4.3,477,Full Stack Web Development course covering Frontend in the field of Web Development.
C594,Django Web Development,AI,Artificial Intelligence,Advanced,3.7,225,Django Web Development course covering Artificial Intelligence in the field of AI.
C595,React for Frontend Development,AI,Machine Learning,Advanced,3.7,3964,React for Frontend Development course covering Machine Learning in the field of AI.
C596,Full Stack Web Development,Web Development,Python Web,Advanced,4.7,3373,Full Stack Web Development course covering Python Web in the field of Web Development.
C597,Ethical Hacking Masterclass,Cloud,GCP,Advanced,4.6,3513,Ethical Hacking Masterclass course covering GCP in the field of Cloud.
C598,Blockchain Essentials,Data Science,Python,Beginner,4.2,2495,Blockchain Essentials course covering Python in the field of Data Science.
C599,Blockchain Essentials,Cloud,AWS,Intermediate,4.3,2983,Blockchain Essentials course covering AWS in the field of Cloud.
C600,Cybersecurity Basics,Cybersecurity,Hacking,Beginner,4.4,3845,Cybersecurity Basics course covering Hacking in the field of Cybersecurity.
C601,Blockchain Essentials,Cloud,Azure,Intermediate,4.3,2132,Blockchain Essentials course covering Azure in the field of Cloud.
C602,Deep Learning with TensorFlow,Blockchain,Smart Contracts,Intermediate,4.8,2767,Deep Learning with TensorFlow course covering Smart Contracts in the field of Blockchain.
C603,Full Stack Web Development,Web Development,React,Beginner,3.7,2580,Full Stack Web Development course covering React in the field of Web Development.
C604,Django Web Development,Data Science,Visualization,Intermediate,3.7,4875,Django Web Development course covering Visualization in the field of Data Science.
C605,Cloud Computing with AWS,Programming,C,Advanced,5.0,556,Cloud Computing with AWS course covering C in the field of Programming.
C606,Advanced AI Model Deployment,AI,Machine Learning,Advanced,3.6,1085,Advanced AI Model Deployment course covering Machine Learning in the field of AI.
C607,Python for Data Science,Data Science,Statistics,Advanced,4.6,3625,Python for Data Science course covering Statistics in the field of Data Science.
C608,Full Stack Web Development,AI,Deep Learning,Beginner,4.9,1129,Full Stack Web Development course covering Deep Learning in the field of AI.
C609,Java Programming Masterclass,Blockchain,General,Intermediate,4.6,4790,Java Programming Masterclass course covering General in the field of Blockchain.
C610,Full Stack Web Development,Cloud,AWS,Advanced,4.7,3867,Full Stack Web Development course covering AWS in the field of Cloud.
C611,Django Web Development,Data Science,Analytics,Beginner,4.8,3819,Django Web Development course covering Analytics in the field of Data Science.
C612,Java Programming Masterclass,Cybersecurity,Forensics,Advanced,4.5,2417,Java Programming Masterclass course covering Forensics in the field of Cybersecurity.
C613,Data Visualization using Power BI,Web Development,Frontend,Advanced,3.9,3136,Data Visualization using Power BI course covering Frontend in the field of Web Development.
C614,Django Web Development,Cybersecurity,Network Security,Beginner,3.5,2987,Django Web Development course covering Network Security in the field of Cybersecurity.
C615,Machine Learning A-Z,AI,MLOps,Advanced,4.2,800,Machine Learning A-Z course covering MLOps in the field of AI.
C616,DevOps Fundamentals,Cybersecurity,Network Security,Advanced,4.1,828,DevOps Fundamentals course covering Network Security in the field of Cybersecurity.
C617,Deep Learning with TensorFlow,Cloud,DevOps,Beginner,4.2,4129,Deep Learning with TensorFlow course covering DevOps in the field of Cloud.
C618,Blockchain Essentials,Cloud,AWS,Beginner,3.9,2203,Blockchain Essentials course covering AWS in the field of Cloud.
C619,Blockchain Essentials,Cybersecurity,Network Security,Beginner,3.9,353,Blockchain Essentials course covering Network Security in the field of Cybersecurity.
C620,Reinforcement Learning Fundamentals,Cybersecurity,Forensics,Advanced,4.3,3986,Reinforcement Learning Fundamentals course covering Forensics in the field of Cybersecurity.
C621,Computer Vision Crash Course,AI,Artificial Intelligence,Intermediate,4.9,2601,Computer Vision Crash Course course covering Artificial Intelligence in the field of AI.
C622,Natural Language Processing Basics,Cybersecurity,General,Beginner,4.6,3071,Natural Language Processing Basics course covering General in the field of Cybersecurity.
C623,Deep Learning with TensorFlow,Programming,Python Scripting,Intermediate,4.8,1332,Deep Learning with TensorFlow course covering Python Scripting in the field of Programming.
C624,Data Visualization using Power BI,Web Development,Frontend,Beginner,4.1,2379,Data Visualization using Power BI course covering Frontend in the field of Web Development.
C625,Reinforcement Learning Fundamentals,Blockchain,Smart Contracts,Advanced,4.3,3380,Reinforcement Learning Fundamentals course covering Smart Contracts in the field of Blockchain.
C626,Introduction to SQL,Cybersecurity,Forensics,Advanced,4.4,3171,Introduction to SQL course covering Forensics in the field of Cybersecurity.
C627,Natural Language Processing Basics,Cloud,AWS,Intermediate,4.9,2668,Natural Language Processing Basics course covering AWS in the field of Cloud.
C628,Ethical Hacking Masterclass,AI,Deep Learning,Advanced,4.8,3807,Ethical Hacking Masterclass course covering Deep Learning in the field of AI.
C629,Deep Learning with TensorFlow,Data Science,Power BI,Intermediate,4.8,3452,Deep Learning with TensorFlow course covering Power BI in the field of Data Science.
C630,Computer Vision Crash Course,Web Development,React,Advanced,3.7,4976,Computer Vision Crash Course course covering React in the field of Web Development.
C631,Python for Data Science,AI,Computer Vision,Beginner,4.6,2927,Python for Data Science course covering Computer Vision in the field of AI.
C632,Python for Data Science,Blockchain,Web3,Beginner,4.0,583,Python for Data Science course covering Web3 in the field of Blockchain.
C633,Django Web Development,Programming,C,Intermediate,4.6,4715,Django Web Development course covering C in the field of Programming.
C634,Computer Vision Crash Course,Blockchain,General,Beginner,4.1,505,Computer Vision Crash Course course covering General in the field of Blockchain.
C635,Computer Vision Crash Course,Cloud,Azure,Beginner,3.9,405,Computer Vision Crash Course course covering Azure in the field of Cloud.
C636,Cloud Computing with AWS,AI,MLOps,Advanced,5.0,4011,Cloud Computing with AWS course covering MLOps in the field of AI.
C637,Data Visualization using Power BI,Blockchain,Smart Contracts,Beginner,4.1,4286,Data Visualization using Power BI course covering Smart Contracts in the field of Blockchain.
C638,Java Programming Masterclass,Blockchain,Smart Contracts,Advanced,3.9,4549,Java Programming Masterclass course covering Smart Contracts in the field of Blockchain.
C639,Full Stack Web Development,AI,Artificial Intelligence,Intermediate,4.2,3032,Full Stack Web Development course covering Artificial Intelligence in the field of AI.
C640,Ethical Hacking Masterclass,Web Development,Python Web,Beginner,3.7,3116,Ethical Hacking Masterclass course covering Python Web in the field of Web Development.
C641,Introduction to Artificial Intelligence,Cloud,AWS,Advanced,4.3,4075,Introduction to Artificial Intelligence course covering AWS in the field of Cloud.
C642,Machine Learning A-Z,AI,Artificial Intelligence,Advanced,4.6,2114,Machine Learning A-Z course covering Artificial Intelligence in the field of AI.
C643,Ethical Hacking Masterclass,Cloud,AWS,Advanced,3.7,708,Ethical Hacking Masterclass course covering AWS in the field of Cloud.
C644,DevOps Fundamentals,Cloud,AWS,Intermediate,4.7,2724,DevOps Fundamentals course covering AWS in the field of Cloud.
C645,Python for Data Science,AI,Computer Vision,Intermediate,4.5,2492,Python for Data Science course covering Computer Vision in the field of AI.
C646,DevOps Fundamentals,Programming,Databases,Advanced,4.2,4487,DevOps Fundamentals course covering Databases in the field of Programming.
C647,Deep Learning with TensorFlow,AI,Artificial Intelligence,Intermediate,3.7,1767,Deep Learning with TensorFlow course covering Artificial Intelligence in the field of AI.
C648,DevOps Fundamentals,Web Development,Frontend,Advanced,4.7,3690,DevOps Fundamentals course covering Frontend in the field of Web Development.
C649,Introduction to Artificial Intelligence,Cloud,Azure,Intermediate,4.8,3586,Introduction to Artificial Intelligence course covering Azure in the field of Cloud.
C650,Python for Data Science,Cybersecurity,Network Security,Beginner,4.3,2586,Python for Data Science course covering Network Security in the field of Cybersecurity.
C651,Computer Vision Crash Course,Cybersecurity,General,Advanced,4.2,1199,Computer Vision Crash Course course covering General in the field of Cybersecurity.
C652,Deep Learning with TensorFlow,Cybersecurity,Forensics,Advanced,4.1,1681,Deep Learning with TensorFlow course covering Forensics in the field of Cybersecurity.
C653,Natural Language Processing Basics,AI,NLP,Advanced,4.0,3293,Natural Language Processing Basics course covering NLP in the field of AI.
C654,Computer Vision Crash Course,Programming,Databases,Advanced,4.0,574,Computer Vision Crash Course course covering Databases in the field of Programming.
C655,Cloud Computing with AWS,Programming,Java,Advanced,4.9,4795,Cloud Computing with AWS course covering Java in the field of Programming.
C656,DevOps Fundamentals,Web Development,Full Stack,Intermediate,4.1,2124,DevOps Fundamentals course covering Full Stack in the field of Web Development.
C657,DevOps Fundamentals,Programming,C,Intermediate,4.0,2816,DevOps Fundamentals course covering C in the field of Programming.
C658,Introduction to Artificial Intelligence,Web Development,React,Intermediate,3.6,3760,Introduction to Artificial Intelligence course covering React in the field of Web Development.
C659,Machine Learning A-Z,Programming,Python Scripting,Intermediate,4.1,651,Machine Learning A-Z course covering Python Scripting in the field of Programming.
C660,Reinforcement Learning Fundamentals,AI,Computer Vision,Intermediate,4.6,4510,Reinforcement Learning Fundamentals course covering Computer Vision in the field of AI.
C661,Advanced AI Model Deployment,Cloud,DevOps,Intermediate,4.4,2961,Advanced AI Model Deployment course covering DevOps in the field of Cloud.
C662,Data Visualization using Power BI,AI,Artificial Intelligence,Intermediate,4.2,401,Data Visualization using Power BI course covering Artificial Intelligence in the field of AI.
C663,Python for Data Science,AI,Machine Learning,Intermediate,3.7,1541,Python for Data Science course covering Machine Learning in the field of AI.
C664,Blockchain Essentials,AI,Computer Vision,Intermediate,4.4,4002,Blockchain Essentials course covering Computer Vision in the field of AI.
C665,Statistics for Machine Learning,AI,NLP,Advanced,4.4,407,Statistics for Machine Learning course covering NLP in the field of AI.
C666,Java Programming Masterclass,Data Science,Power BI,Intermediate,5.0,3566,Java Programming Masterclass course covering Power BI in the field of Data Science.
C667,Ethical Hacking Masterclass,Programming,Python Scripting,Intermediate,3.6,2800,Ethical Hacking Masterclass course covering Python Scripting in the field of Programming.
C668,Django Web Development,Cloud,GCP,Advanced,4.4,2614,Django Web Development course covering GCP in the field of Cloud.
C669,Machine Learning A-Z,Data Science,Analytics,Intermediate,4.9,1942,Machine Learning A-Z course covering Analytics in the field of Data Science.
C670,Introduction to SQL,Programming,Java,Beginner,4.5,4395,Introduction to SQL course covering Java in the field of Programming.
C671,Machine Learning A-Z,Programming,C,Beginner,3.8,2842,Machine Learning A-Z course covering C in the field of Programming.
C672,Java Programming Masterclass,Data Science,Python,Beginner,4.9,4957,Java Programming Masterclass course covering Python in the field of Data Science.
C673,Natural Language Processing Basics,Programming,Python Scripting,Intermediate,4.1,483,Natural Language Processing Basics course covering Python Scripting in the field of Programming.
C674,React for Frontend Development,AI,Artificial Intelligence,Advanced,3.9,282,React for Frontend Development course covering Artificial Intelligence in the field of AI.
C675,Natural Language Processing Basics,AI,Machine Learning,Beginner,4.8,4913,Natural Language Processing Basics course covering Machine Learning in the field of AI.
C676,Python for Data Science,Cloud,GCP,Beginner,4.2,2018,Python for Data Science course covering GCP in the field of Cloud.
C677,Deep Learning with TensorFlow,Cloud,Azure,Advanced,3.6,4662,Deep Learning with TensorFlow course covering Azure in the field of Cloud.
C678,Introduction to SQL,Blockchain,General,Advanced,3.5,1059,Introduction to SQL course covering General in the field of Blockchain.
C679,Introduction to SQL,AI,Deep Learning,Intermediate,4.6,3951,Introduction to SQL course covering Deep Learning in the field of AI.
C680,Ethical Hacking Masterclass,Blockchain,General,Advanced,3.5,2984,Ethical Hacking Masterclass course covering General in the field of Blockchain.
C681,Computer Vision Crash Course,AI,MLOps,Advanced,3.9,2450,Computer Vision Crash Course course covering MLOps in the field of AI.
C682,Deep Learning with TensorFlow,Cybersecurity,Hacking,Intermediate,4.4,4626,Deep Learning with TensorFlow course covering Hacking in the field of Cybersecurity.
C683,Blockchain Essentials,Data Science,Statistics,Intermediate,4.1,2566,Blockchain Essentials course covering Statistics in the field of Data Science.
C684,Cybersecurity Basics,Cybersecurity,Forensics,Advanced,4.4,1214,Cybersecurity Basics course covering Forensics in the field of Cybersecurity.
C685,Cybersecurity Basics,Programming,C++,Intermediate,4.1,2756,Cybersecurity Basics course covering C++ in the field of Programming.
C686,Statistics for Machine Learning,Cloud,DevOps,Beginner,4.8,3112,Statistics for Machine Learning course covering DevOps in the field of Cloud.
C687,Introduction to SQL,Cloud,AWS,Intermediate,4.7,3017,Introduction to SQL course covering AWS in the field of Cloud.
C688,Full Stack Web Development,Cybersecurity,Hacking,Advanced,4.6,2241,Full Stack Web Development course covering Hacking in the field of Cybersecurity.
C689,Full Stack Web Development,Web Development,Frontend,Beginner,4.7,262,Full Stack Web Development course covering Frontend in the field of Web Development.
C690,Full Stack Web Development,Cloud,GCP,Intermediate,3.5,4551,Full Stack Web Development course covering GCP in the field of Cloud.
C691,Full Stack Web Development,Blockchain,General,Intermediate,3.5,3478,Full Stack Web Development course covering General in the field of Blockchain.
C692,Deep Learning with TensorFlow,AI,Reinforcement Learning,Intermediate,3.5,320,Deep Learning with TensorFlow course covering Reinforcement Learning in the field of AI.
C693,Python for Data Science,AI,MLOps,Beginner,3.7,844,Python for Data Science course covering MLOps in the field of AI.
C694,Blockchain Essentials,AI,Machine Learning,Advanced,4.6,1002,Blockchain Essentials course covering Machine Learning in the field of AI.
C695,Introduction to Artificial Intelligence,Web Development,React,Advanced,4.3,3806,Introduction to Artificial Intelligence course covering React in the field of Web Development.
C696,Reinforcement Learning Fundamentals,AI,Computer Vision,Beginner,4.7,2791,Reinforcement Learning Fundamentals course covering Computer Vision in the field of AI.
C697,Natural Language Processing Basics,Blockchain,General,Intermediate,4.0,4609,Natural Language Processing Basics course covering General in the field of Blockchain.
C698,DevOps Fundamentals,Blockchain,General,Beginner,4.9,1229,DevOps Fundamentals course covering General in the field of Blockchain.
C699,Deep Learning with TensorFlow,Programming,Python Scripting,Advanced,3.8,2877,Deep Learning with TensorFlow course covering Python Scripting in the field of Programming.
C700,DevOps Fundamentals,Cybersecurity,Hacking,Advanced,4.2,3142,DevOps Fundamentals course covering Hacking in the field of Cybersecurity.
C701,Ethical Hacking Masterclass,Cloud,AWS,Beginner,4.1,3829,Ethical Hacking Masterclass course covering AWS in the field of Cloud.
C702,DevOps Fundamentals,Web Development,React,Advanced,3.5,4745,DevOps Fundamentals course covering React in the field of Web Development.
C703,Django Web Development,Cybersecurity,Hacking,Intermediate,3.9,4584,Django Web Development course covering Hacking in the field of Cybersecurity.
C704,Full Stack Web Development,Cloud,AWS,Intermediate,4.8,4929,Full Stack Web Development course covering AWS in the field of Cloud.
C705,Advanced AI Model Deployment,Data Science,Power BI,Intermediate,4.3,3811,Advanced AI Model Deployment course covering Power BI in the field of Data Science.
C706,Ethical Hacking Masterclass,Programming,C++,Intermediate,4.9,2610,Ethical Hacking Masterclass course covering C++ in the field of Programming.
C707,Ethical Hacking Masterclass,Cybersecurity,General,Beginner,4.1,218,Ethical Hacking Masterclass course covering General in the field of Cybersecurity.
C708,Data Visualization using Power BI,Programming,Java,Advanced,4.6,2148,Data Visualization using Power BI course covering Java in the field of Programming.
C709,Advanced AI Model Deployment,Data Science,Statistics,Beginner,4.8,3177,Advanced AI Model Deployment course covering Statistics in the field of Data Science.
C710,Ethical Hacking Masterclass,Cybersecurity,Forensics,Beginner,4.5,4540,Ethical Hacking Masterclass course covering Forensics in the field of Cybersecurity.
C711,Statistics for Machine Learning,Cybersecurity,General,Intermediate,4.3,1548,Statistics for Machine Learning course covering General in the field of Cybersecurity.
C712,Deep Learning with TensorFlow,Data Science,Python,Advanced,4.7,1020,Deep Learning with TensorFlow course covering Python in the field of Data Science.
C713,DevOps Fundamentals,AI,Artificial Intelligence,Advanced,3.6,1988,DevOps Fundamentals course covering Artificial Intelligence in the field of AI.
C714,Full Stack Web Development,Programming,Python Scripting,Intermediate,3.9,4093,Full Stack Web Development course covering Python Scripting in the field of Programming.
C715,Introduction to Artificial Intelligence,Web Development,Full Stack,Beginner,4.7,2672,Introduction to Artificial Intelligence course covering Full Stack in the field of Web Development.
C716,Advanced AI Model Deployment,Programming,C,Intermediate,4.7,917,Advanced AI Model Deployment course covering C in the field of Programming.
C717,Advanced AI Model Deployment,Cybersecurity,Network Security,Intermediate,4.1,4434,Advanced AI Model Deployment course covering Network Security in the field of Cybersecurity.
C718,Data Visualization using Power BI,Cybersecurity,Hacking,Intermediate,4.9,2807,Data Visualization using Power BI course covering Hacking in the field of Cybersecurity.
C719,Ethical Hacking Masterclass,Data Science,Power BI,Beginner,4.6,3606,Ethical Hacking Masterclass course covering Power BI in the field of Data Science.
C720,DevOps Fundamentals,Web Development,Python Web,Beginner,4.2,2804,DevOps Fundamentals course covering Python Web in the field of Web Development.
C721,Reinforcement Learning Fundamentals,Cloud,DevOps,Beginner,4.3,4004,Reinforcement Learning Fundamentals course covering DevOps in the field of Cloud.
C722,Deep Learning with TensorFlow,Programming,C++,Intermediate,4.6,4335,Deep Learning with TensorFlow course covering C++ in the field of Programming.
C723,Reinforcement Learning Fundamentals,Programming,C,Advanced,4.5,2866,Reinforcement Learning Fundamentals course covering C in the field of Programming.
C724,Machine Learning A-Z,Programming,C++,Intermediate,4.8,870,Machine Learning A-Z course covering C++ in the field of Programming.
C725,Ethical Hacking Masterclass,Web Development,Frontend,Beginner,4.4,449,Ethical Hacking Masterclass course covering Frontend in the field of Web Development.
C726,Cloud Computing with AWS,Data Science,Analytics,Beginner,4.0,1703,Cloud Computing with AWS course covering Analytics in the field of Data Science.
C727,DevOps Fundamentals,Data Science,Power BI,Advanced,4.5,243,DevOps Fundamentals course covering Power BI in the field of Data Science.
C728,Statistics for Machine Learning,Cybersecurity,Network Security,Beginner,4.0,2125,Statistics for Machine Learning course covering Network Security in the field of Cybersecurity.
C729,DevOps Fundamentals,Cybersecurity,Hacking,Advanced,4.4,2012,DevOps Fundamentals course covering Hacking in the field of Cybersecurity.
C730,Java Programming Masterclass,Data Science,Power BI,Beginner,4.3,3845,Java Programming Masterclass course covering Power BI in the field of Data Science.
C731,Java Programming Masterclass,Data Science,Power BI,Beginner,4.6,253,Java Programming Masterclass course covering Power BI in the field of Data Science.
C732,Data Visualization using Power BI,Programming,Databases,Beginner,3.8,1829,Data Visualization using Power BI course covering Databases in the field of Programming.
C733,Java Programming Masterclass,Cloud,GCP,Advanced,3.8,2840,Java Programming Masterclass course covering GCP in the field of Cloud.
C734,Blockchain Essentials,Data Science,Statistics,Advanced,4.7,4953,Blockchain Essentials course covering Statistics in the field of Data Science.
C735,DevOps Fundamentals,Cloud,GCP,Intermediate,4.5,4534,DevOps Fundamentals course covering GCP in the field of Cloud.
C736,Introduction to Artificial Intelligence,Programming,C++,Intermediate,3.9,4451,Introduction to Artificial Intelligence course covering C++ in the field of Programming.
C737,Cybersecurity Basics,Cybersecurity,Hacking,Beginner,4.5,3150,Cybersecurity Basics course covering Hacking in the field of Cybersecurity.
C738,Statistics for Machine Learning,Cloud,Azure,Beginner,4.7,2635,Statistics for Machine Learning course covering Azure in the field of Cloud.
C739,Python for Data Science,Blockchain,Web3,Intermediate,4.5,403,Python for Data Science course covering Web3 in the field of Blockchain.
C740,Data Visualization using Power BI,AI,NLP,Beginner,4.2,2781,Data Visualization using Power BI course covering NLP in the field of AI.
C741,Deep Learning with TensorFlow,Cloud,AWS,Advanced,4.3,3391,Deep Learning with TensorFlow course covering AWS in the field of Cloud.
C742,Cloud Computing with AWS,Cloud,Azure,Intermediate,4.1,565,Cloud Computing with AWS course covering Azure in the field of Cloud.
C743,Statistics for Machine Learning,Programming,Python Scripting,Beginner,4.7,2578,Statistics for Machine Learning course covering Python Scripting in the field of Programming.
C744,Python for Data Science,AI,MLOps,Advanced,5.0,498,Python for Data Science course covering MLOps in the field of AI.
C745,Java Programming Masterclass,Cybersecurity,Network Security,Advanced,5.0,4646,Java Programming Masterclass course covering Network Security in the field of Cybersecurity.
C746,React for Frontend Development,Blockchain,General,Beginner,4.9,2706,React for Frontend Development course covering General in the field of Blockchain.
C747,Advanced AI Model Deployment,Programming,Python Scripting,Intermediate,4.3,4803,Advanced AI Model Deployment course covering Python Scripting in the field of Programming.
C748,Python for Data Science,Cybersecurity,Network Security,Advanced,4.6,313,Python for Data Science course covering Network Security in the field of Cybersecurity.
C749,Ethical Hacking Masterclass,AI,NLP,Advanced,3.5,714,Ethical Hacking Masterclass course covering NLP in the field of AI.
C750,Java Programming Masterclass,Cybersecurity,General,Advanced,4.4,1796,Java Programming Masterclass course covering General in the field of Cybersecurity.
C751,Advanced AI Model Deployment,Cybersecurity,Network Security,Advanced,4.5,772,Advanced AI Model Deployment course covering Network Security in the field of Cybersecurity.
C752,Reinforcement Learning Fundamentals,Programming,Databases,Advanced,4.8,850,Reinforcement Learning Fundamentals course covering Databases in the field of Programming.
C753,Computer Vision Crash Course,Cloud,Azure,Advanced,3.8,3834,Computer Vision Crash Course course covering Azure in the field of Cloud.
C754,Blockchain Essentials,Cybersecurity,Forensics,Intermediate,4.7,3739,Blockchain Essentials course covering Forensics in the field of Cybersecurity.
C755,Cybersecurity Basics,Cloud,AWS,Advanced,4.9,3161,Cybersecurity Basics course covering AWS in the field of Cloud.
C756,Full Stack Web Development,Programming,Java,Beginner,4.4,3614,Full Stack Web Development course covering Java in the field of Programming.
C757,Introduction to SQL,AI,Deep Learning,Intermediate,3.9,2074,Introduction to SQL course covering Deep Learning in the field of AI.
C758,Natural Language Processing Basics,AI,Reinforcement Learning,Beginner,3.8,4701,Natural Language Processing Basics course covering Reinforcement Learning in the field of AI.
C759,Ethical Hacking Masterclass,Cloud,Azure,Beginner,4.8,4949,Ethical Hacking Masterclass course covering Azure in the field of Cloud.
C760,Blockchain Essentials,Data Science,Power BI,Beginner,4.4,406,Blockchain Essentials course covering Power BI in the field of Data Science.
C761,Python for Data Science,Web Development,Python Web,Advanced,4.5,289,Python for Data Science course covering Python Web in the field of Web Development.
C762,React for Frontend Development,Cloud,AWS,Intermediate,4.4,2989,React for Frontend Development course covering AWS in the field of Cloud.
C763,Full Stack Web Development,Data Science,Power BI,Advanced,3.6,4591,Full Stack Web Development course covering Power BI in the field of Data Science.
C764,Reinforcement Learning Fundamentals,Data Science,Python,Advanced,4.8,2766,Reinforcement Learning Fundamentals course covering Python in the field of Data Science.
C765,Ethical Hacking Masterclass,Cybersecurity,Network Security,Advanced,4.6,3527,Ethical Hacking Masterclass course covering Network Security in the field of Cybersecurity.
C766,Deep Learning with TensorFlow,Blockchain,General,Advanced,3.5,1457,Deep Learning with TensorFlow course covering General in the field of Blockchain.
C767,Data Visualization using Power BI,AI,Reinforcement Learning,Advanced,4.8,4005,Data Visualization using Power BI course covering Reinforcement Learning in the field of AI.
C768,Statistics for Machine Learning,Cloud,GCP,Beginner,5.0,4056,Statistics for Machine Learning course covering GCP in the field of Cloud.
C769,Advanced AI Model Deployment,Data Science,Analytics,Intermediate,4.1,1294,Advanced AI Model Deployment course covering Analytics in the field of Data Science.
C770,Machine Learning A-Z,Web Development,Frontend,Advanced,4.2,2975,Machine Learning A-Z course covering Frontend in the field of Web Development.
C771,Ethical Hacking Masterclass,Data Science,Power BI,Beginner,4.3,2240,Ethical Hacking Masterclass course covering Power BI in the field of Data Science.
C772,Cybersecurity Basics,Web Development,Backend,Beginner,3.8,1283,Cybersecurity Basics course covering Backend in the field of Web Development.
C773,DevOps Fundamentals,Data Science,Power BI,Beginner,4.0,4331,DevOps Fundamentals course covering Power BI in the field of Data Science.
C774,Natural Language Processing Basics,Cybersecurity,Hacking,Advanced,4.7,4461,Natural Language Processing Basics course covering Hacking in the field of Cybersecurity.
C775,Machine Learning A-Z,Blockchain,Web3,Advanced,4.0,2211,Machine Learning A-Z course covering Web3 in the field of Blockchain.
C776,Computer Vision Crash Course,Cloud,GCP,Intermediate,4.7,3399,Computer Vision Crash Course course covering GCP in the field of Cloud.
C777,Deep Learning with TensorFlow,Cloud,GCP,Intermediate,4.8,3336,Deep Learning with TensorFlow course covering GCP in the field of Cloud.
C778,Java Programming Masterclass,Blockchain,Web3,Beginner,4.6,425,Java Programming Masterclass course covering Web3 in the field of Blockchain.
C779,React for Frontend Development,AI,MLOps,Beginner,4.4,3642,React for Frontend Development course covering MLOps in the field of AI.
C780,Ethical Hacking Masterclass,Web Development,Full Stack,Intermediate,4.0,1726,Ethical Hacking Masterclass course covering Full Stack in the field of Web Development.
C781,DevOps Fundamentals,Blockchain,General,Beginner,4.9,4002,DevOps Fundamentals course covering General in the field of Blockchain.
C782,React for Frontend Development,Cybersecurity,Hacking,Beginner,4.2,3309,React for Frontend Development course covering Hacking in the field of Cybersecurity.
